experiment,scenario,family,algorithm,parameter_name,parameter_value,seed,horizon,final_regret,final_reward,final_optimal_arm_rate
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52050,10000,272.21000000000004,1217.0,0.4779
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52051,10000,474.96999999999997,1048.0,0.4294
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52051,10000,462.69999999999993,1076.0,0.2338
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52051,10000,430.67999999999995,1099.0,0.2776
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52051,10000,400.60999999999996,1128.0,0.3067
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52051,10000,149.01,1392.0,0.7467
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52051,10000,286.34999999999997,1244.0,0.4774
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52052,10000,269.28,1221.0,0.6754
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52052,10000,464.85999999999996,1052.0,0.234
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52052,10000,425.0799999999999,1076.0,0.2817
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52052,10000,408.52,1087.0,0.2856
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52052,10000,208.32,1296.0,0.6199
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52052,10000,268.44999999999993,1232.0,0.5203
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52053,10000,289.57,1191.0,0.6082
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52053,10000,468.9,1037.0,0.2268
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52053,10000,428.78999999999996,1077.0,0.2711
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52053,10000,403.9599999999999,1107.0,0.2968
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52053,10000,174.98,1307.0,0.665
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52053,10000,279.66999999999996,1208.0,0.4555
